8.95,0.00,1362,447.60,0.00,0.00,00020,27.3
8.95,0.00,2704,447.60,0.00,0.00,00020,27.3
8.95,0.00,3200,447.60,0.00,0.00,00020,27.3
8.91,139.52,3200,306.08,0.00,-10.00,00020,27.2
8.91,138.96,3200,306.64,0.00,0.28,00020,27.2
8.92,140.48,3200,305.32,0.00,-0.66,00020,27.2
8.92,141.36,3200,304.44,0.00,-0.44,00020,27.2
8.91,140.96,3200,304.64,0.00,0.10,00020,27.2
8.91,141.20,3200,304.40,0.00,-0.12,00020,27.2
8.91,142.08,3200,303.32,0.00,-0.54,00020,27.2
8.91,142.40,3200,303.00,0.00,-0.16,00020,27.2
8.92,142.64,3200,303.16,0.00,0.08,00020,27.2
8.91,143.76,3200,301.84,0.00,-0.66,00020,27.2
8.91,143.76,3200,301.84,0.00,0.00,00020,27.2
8.91,143.76,3200,301.84,0.00,0.00,00020,27.2
8.91,143.76,3200,301.84,0.00,0.00,00020,27.2
8.91,144.80,3200,300.80,0.00,-0.52,00020,27.4
8.91,145.04,3200,300.36,0.00,-0.22,00020,27.4
8.91,146.00,3200,299.40,0.00,-0.48,00020,27.4
8.91,145.27,3200,300.33,0.00,0.46,00020,27.4
8.91,146.80,3200,298.60,0.00,-0.86,00020,27.4
8.91,146.16,3200,299.44,0.00,0.42,00020,27.4
8.91,147.36,3200,298.24,0.00,-0.60,00020,27.4
8.91,147.28,3200,298.12,0.00,-0.06,00020,27.4
8.92,147.52,3200,298.28,0.00,0.08,00020,27.4
8.91,147.28,3200,298.32,0.00,0.02,00020,27.4
8.91,147.28,3200,298.32,0.00,0.00,00020,27.4
8.91,147.28,3200,298.32,0.00,0.00,00020,27.4
8.91,147.28,3200,298.32,0.00,0.00,00020,27.4
8.91,148.80,3200,296.60,0.00,-0.86,00020,27.3
8.91,149.28,3200,296.12,0.00,-0.24,00020,27.3
8.91,149.11,3200,296.49,0.00,0.18,00020,27.3
8.91,149.20,3200,296.20,0.00,-0.14,00020,27.3
8.91,149.68,3200,295.72,0.00,-0.24,00020,27.3
8.91,150.24,3200,295.16,0.00,-0.28,00020,27.3
8.92,150.96,3200,294.84,0.00,-0.16,00020,27.3
8.91,151.43,3200,294.17,0.00,-0.34,00020,27.3
8.91,150.72,3200,294.68,0.00,0.26,00020,27.3
8.91,150.79,3200,294.61,0.00,-0.04,00020,27.3
8.91,150.79,3200,294.61,0.00,0.00,00020,27.3
8.91,150.79,3200,294.61,0.00,0.00,00020,27.3
8.91,150.79,3200,294.61,0.00,0.00,00020,27.3
8.91,151.52,3200,294.08,0.00,-0.26,00020,27.3
8.91,151.92,3200,293.48,0.00,-0.30,00020,27.3
8.91,152.48,3200,293.12,0.00,-0.18,00020,27.3
8.91,153.12,3200,292.28,0.00,-0.42,00020,27.3
8.91,152.56,3200,293.04,0.00,0.38,00020,27.3
8.91,153.04,3200,292.56,0.00,-0.24,00020,27.3
8.91,153.28,3200,292.12,0.00,-0.22,00020,27.3
8.91,152.71,3200,292.89,0.00,0.38,00020,27.3
8.91,154.16,3200,291.24,0.00,-0.82,00020,27.3
8.91,154.16,3200,291.24,0.00,0.00,00020,27.3
8.91,154.16,3200,291.24,0.00,0.00,00020,27.3
8.91,154.16,3200,291.24,0.00,0.00,00020,27.3
8.91,154.16,3200,291.24,0.00,0.00,00020,27.3
8.91,154.08,3200,291.52,0.00,0.14,00020,27.3
8.91,155.20,3200,290.40,0.00,-0.56,00020,27.3
8.91,155.52,3200,290.08,0.00,-0.16,00020,27.3
8.91,155.44,3200,289.96,0.00,-0.06,00020,27.3
8.91,155.76,3200,289.64,0.00,-0.16,00020,27.3
8.91,155.76,3200,289.64,0.00,0.00,00020,27.3
8.91,155.12,3200,290.28,0.00,0.32,00020,27.3
8.92,155.67,3200,290.13,0.00,-0.08,00020,27.3
8.91,155.67,3200,289.93,0.00,-0.10,00020,27.3
8.91,155.67,3200,289.93,0.00,0.00,00020,27.3
8.91,155.67,3200,289.93,0.00,0.00,00020,27.3
8.91,155.67,3200,289.93,0.00,0.00,00020,27.3
8.91,155.67,3200,289.93,0.00,0.00,00020,27.3
8.91,158.00,3200,287.60,0.00,-1.16,00020,27.3
8.91,157.44,3200,287.96,0.00,0.18,00020,27.3
8.91,157.20,3200,288.20,0.00,0.12,00020,27.3
8.91,156.48,3200,288.92,0.00,0.36,00020,27.3
8.90,157.44,3200,287.76,0.00,-0.58,00020,27.3
8.91,158.08,3200,287.32,0.00,-0.22,00020,27.3
8.91,158.56,3200,287.04,0.00,-0.14,00020,27.3
8.91,158.48,3200,286.92,0.00,-0.06,00020,27.3
8.91,158.32,3200,287.08,0.00,0.08,00020,27.3
8.91,158.32,3200,287.08,0.00,0.00,00020,27.3
8.91,158.32,3200,287.08,0.00,0.00,00020,27.3
8.91,158.32,3200,287.08,0.00,0.00,00020,27.3
8.91,158.32,3200,287.08,0.00,0.00,00020,27.3
8.91,159.51,3200,285.89,0.00,-0.60,00020,27.4
8.91,159.20,3200,286.20,0.00,0.16,00020,27.4
8.91,158.72,3200,286.68,0.00,0.24,00020,27.4
8.91,159.60,3200,285.80,0.00,-0.44,00020,27.4
8.91,159.84,3200,285.56,0.00,-0.12,00020,27.4
8.91,159.76,3200,285.64,0.00,0.04,00020,27.4
8.91,159.36,3200,286.24,0.00,0.30,00020,27.4
8.91,160.15,3200,285.25,0.00,-0.50,00020,27.4
8.91,160.08,3200,285.32,0.00,0.04,00020,27.4
8.91,160.08,3200,285.32,0.00,0.00,00020,27.4
8.91,160.08,3200,285.32,0.00,0.00,00020,27.4
8.91,160.08,3200,285.32,0.00,0.00,00020,27.4
8.91,160.08,3200,285.32,0.00,0.00,00020,27.4
8.90,161.52,3200,283.68,0.00,-0.82,00020,27.1
8.91,160.96,3200,284.44,0.00,0.38,00020,27.1
8.90,161.04,3200,284.16,0.00,-0.14,00020,27.1
8.91,160.88,3200,284.52,0.00,0.18,00020,27.1
8.91,161.19,3200,284.21,0.00,-0.16,00020,27.1
